,nodes
340884079,"[3172999943, 3481146637, 3481146638, 3481146639, 3481146640, 3481146641, 3481146642, 3481146643, 3481146644, 3481146645, 3481146646, 3481146647, 3481146648, 3481146649, 3481146650, 3481146651, 3481146652, 3481146653, 3481146654]"
340884080,"[3481146655, 3481146656, 3481146657, 3481146658, 3481146659, 3481146660, 3481146661, 3481146662, 3481146663, 3481146664, 3481146665, 3481146666, 3501714199, 3505920226, 3481146667, 3501714198, 3481146668, 3481146669, 3481146670, 3481146671, 3501714197, 3481146672, 3481146673, 3501714196, 3501714195, 3501714194, 3481146674, 3481146675, 3501714193, 3481146676, 3481146677, 3501697392, 3481146678, 3481146679, 3502950020, 3502950018, 3481146680, 3502950019, 3481146681, 3502950017, 3481146682, 3502950016, 3481146683, 3481146684, 3481146685, 3481146686, 3502950014, 3481146687, 3481146688, 3502950015, 3481146689, 3502950013, 3481146690, 3502950012, 3481146691, 3481146692, 3502950011, 3502950010, 3481146793, 3481146794, 3481146795, 3502950009, 3481146796, 3502950008, 3502950007, 3481146797, 3502950006, 3502950005, 3502950004, 3481146798, 3502950003, 3481146799, 3502950001, 3481146800, 3502950002, 3481146801, 3481146802]"
340884081,"[3481146803, 3481146804, 3481146805, 3481146806, 3494848432, 3481146807, 3481146808, 3481146809, 3481146810, 3481146811, 3481146812, 3481146813, 3481146814, 3481146815, 3481146816, 3481146817, 3481146818, 3481146819, 3481146820, 3481146821, 3481146822, 3481146823, 3481146824, 3481146825, 3481146802]"
340884082,"[3481146826, 3481146827, 3481146828, 3481146829, 3481146830, 3481146831, 3481146832, 3481146833, 3481146834, 3481146835, 3481146836, 3481146837, 3481146838, 3481146839, 3481146840, 3481146841, 3481146842, 3481146843, 3481146844, 3481146845, 3481146846, 3481146847, 3481146848, 3481146849, 3481146850, 3481146851, 3481146852, 3481146853, 3481146854, 3481146855, 3481146856, 3481146857, 3481146858, 3481146859, 3481146860, 3481146861]"
340884083,"[3489011922, 3489011923, 3489011924, 3489011925, 3489011926, 3481146862, 3481146863, 3481146864, 3481146865, 3481146866, 3481146867, 3481146868, 3481146869, 3481146870, 3481146871, 3481146844]"
340888287,"[3481146811, 3481186573, 3481186574, 3481186575, 3481186576, 3481186577, 3481186578, 3481186579, 3481186580, 3481186581]"
340888288,"[3481186582, 3481186583, 3481186584, 3481186585, 3481186586, 3481186587, 3481186588, 3481186589, 3481186590, 3481186591, 3481186592, 3481146687]"
341005263,"[3482208991, 3482208992, 3482210493, 3482210494, 3482210495, 3482210496, 3482210497, 3482210498, 3482210499, 3482210500, 3482210501, 3482210502, 3482210503, 3482210504, 3482210505, 3482210506, 3482210507, 3482210508, 3482210509, 3482210510, 3482210511, 3482210512, 3482210513, 3482210514, 3482210515, 3482210516, 3482210517, 3482210518, 3482210519, 3482210520, 3482210521, 3482210522, 3482210523, 3482210524, 3482210525, 3482210526, 3482210527, 3482210528, 3482210529, 3482210530, 3482210531, 3482210532, 3482210533, 3172977196]"
341005264,"[3482210534, 3482210535, 3482210536, 3482210537, 3482210538, 3482210539, 3482210540, 3482210541, 3482210542, 3482210543, 3482210544, 3482210545]"
341005265,"[3482210544, 3482210546, 3482210547, 3482210548, 3482210549, 3482210550, 3482210551, 3482210552, 3482210553, 3482210554, 3482210555, 3482210556, 3482210557, 3482210558, 3482210559, 3482210560, 3482210561, 3482210562, 3482210563, 3482210564, 3482210565, 3482210566, 3482210567, 3482210568, 3482210569, 3482210570, 3482210571, 3482210572, 3482210573, 3482210574, 3482210575, 3482210576, 3482210577, 3482210578, 3482210579, 3482210580, 3482210581]"
341005266,"[3482210545, 3482210582, 3482210583, 3482210584, 3482210585, 3482210586, 3482210587, 3482210588, 3482210589, 3482210590, 3482210695, 3482210591, 3482210592, 3482210693, 3482210694, 3482210504]"
341005267,"[3482210695, 3482210696, 3482210697, 3482210698, 3482210699, 3482210700, 3482210701, 3482210702, 3482210703, 3482210704, 3482210705, 3482210499]"
341005268,"[3482210706, 3482210707, 3482210708, 3482210709, 3482210710, 3482210711, 3482210712, 3482210713, 3482210714]"
341005270,"[3482210717, 3482210718, 3482210719, 3482210720]"
341005271,"[3482210512, 3482210721, 3482210722, 3482210723, 3482210724, 3482210725, 3482210726, 3482210727, 3482210728, 4492129051, 4492129052, 3482210729, 4492129050, 3482210730, 3482210731, 3482210732, 4492129053, 3482210733, 4492129054, 3482210734, 3482210735, 3482210736, 3482210737, 3482210738, 3482210739, 3482210740, 3482210741, 3482210742, 3482210743, 3482210744, 3482210745, 3482210746, 3482210747, 3482210748, 3482210716, 3482210715, 3482210712]"
341005272,"[3482208991, 3482210792, 3482210749, 3482210750, 3482210751, 3482210752, 3482210753, 3482210754, 3482210755, 3482210756, 3482210757, 3482210758, 3482210759, 3482210760, 3482210761]"
341005273,"[3482210706, 3482210762, 3482210763, 3482210764, 3482210765, 3482210766, 3482210767, 3482210768, 3482210769, 3482210770, 3482210771, 3482210772, 3482210773, 3482210774, 3482210775, 3482210776, 3482210777, 3482210778, 3482210779, 3482210780, 3482210781, 3482210782, 3482210783, 3482210784, 3482210785, 3482210786, 3482210787, 3482210788, 3482210789, 3482210790, 3482210791, 3482210792]"
341200060,"[3482210534, 3484124851, 3484124852, 3484124853, 3484124854, 3484124855, 3484124856, 3484124857, 3484124858, 3484124859, 3484124860, 3484124861, 3484124862, 3484124863, 3484124864, 3484124865, 3484124866, 3484124867, 3484124868, 3484124869, 3484124870, 3484124871]"
341200061,"[3484124872, 3484124873, 3484124874, 3484124875, 3484124876, 3484124877, 3484124878, 3484124879, 3484124880, 3484124881, 3484124882, 3484124883, 3484124884, 3484124885, 3484124886, 3484124887, 3484124888, 3484124889, 3484124890, 3484124891, 3484124892, 3484125193, 3484125194, 3484125195, 3484125196, 3484125197, 3484125198, 3484125199, 3484125200, 3484125201, 3484125202, 3484125203, 3484125204, 3484125205, 3484125206]"
341200062,"[3484125206, 3484125207, 3484125208, 3484125209, 3484125210, 3484125211, 3484125212, 3484125213]"
341200063,"[3484125213, 3484125214, 3484125215, 3484125216, 3484125217, 3484125218, 3484125219, 3484125220, 3484125221, 3484125222, 3484125223, 3484125224, 3484125225, 3484125226, 3484125227, 3484125228, 3484125229, 3484125230, 3484125231, 3484125232, 3484125233, 3484125234, 3484125235, 3484125236, 3484125237, 3484125238, 3484125239, 3484125240, 3484125241, 3484125242, 3484125243, 3484125244, 3484125245, 3484125246, 3484125247, 3484125248, 3484125249]"
341200064,"[3484125227, 3484125250, 3484125251, 3484125252, 3484125301, 3484125253, 3484125254, 3484125255, 3484125256, 3484125257, 3484125258, 3484125259, 3484125260, 3484125261]"
341200065,"[3484125261, 3484125262, 3484125263, 3484125264, 3484125265, 3484125266, 3484125267, 3484125268, 3484125269, 3484125270, 3484125271, 3484125272, 3484125273, 3484125274, 3484125275, 3484125276, 3484125277, 3484125278, 3484125279]"
341200066,"[3484125279, 3484125280, 3484125281, 3484125282, 3484125283, 3484125284, 3484125285, 3484125286]"
341200067,"[3484125282, 3484125287, 3484125288, 3484125289, 3484125290, 3484125291, 3484125292, 3484125293, 3484125294, 3484125295, 3484125296, 3484125297, 3484125298, 3484125299, 3484125300]"
341200068,"[3484125301, 3484125302, 3484125303, 3484125304, 3484125305, 3484125306, 3484125307, 3484125308, 3484125309, 3484125310, 3484125311, 3484125312, 3484125313, 3484125314, 3484125315, 3484125316, 3484125317, 3484125318, 3484125319, 3484125320, 3484125321, 3484125322, 3484125323, 3484125324, 3484125325, 3484125326, 3484125327, 3484125328, 3484125329, 3484125330, 3484125331, 3484125332, 3484125333, 3484125334, 3484125335, 3484125336, 3484125337, 3484125338]"
341201073,"[3484141301, 3484141302, 3484141303, 3484141304, 3484141305, 3484141306, 3484141307, 3484141308, 3484141309, 3484141310, 3484141316, 3484141311, 3484141312, 3484141313, 3484141314, 3484141315]"
341201074,"[3484141316, 3484141317, 3484141318, 3484141319, 3484141320]"
341201075,"[3484141315, 3484141321, 3484141322, 3484141323, 3489055188, 3489055187, 3484141324, 3484141325, 3484141326, 3484141327, 3484141328, 3484141329, 3484141330, 3484141331, 3484141332]"
341201077,"[3484141369, 3484141370, 3489019167, 3484141371, 3484141372, 3484141373, 3484141374, 3484141375, 3484141376, 3484141377, 3484141378, 3484141379, 3484141380, 3484141381, 3484141382, 3484141383, 3484141384, 3484141385, 3484141603, 3484141386, 3484141387, 3484141388, 3489019166, 3484141389, 3484141390, 3484141391, 3484141392, 3484141593, 3484141594, 3484141595, 3484141596, 3484141597, 3484141598, 3484141599, 3484141600, 3484141601, 3484141602]"
341201078,"[3484141603, 3484141604, 3484141605, 3484141606, 3484141607]"
341201079,"[3484141608, 3484141609, 3484141610, 3484141611, 3484141612, 3484141613, 3484141614, 3484141615, 3484141616, 3484141617, 3484141618, 3484141619]"
341201080,"[3484141617, 3484141620, 3484141621, 3484141622, 3484141623, 3484141624, 3484141625, 3484141626, 3484141627, 3484141628, 3484141629, 3484141630, 3484141631, 3484141632, 3484141633, 3484141634, 3484141635, 3484141636, 3484141637, 3484141638]"
341222301,"[3479526538, 3484326835, 3484326836, 3484326837, 3484326838, 3484326839, 3484326843, 3484326840, 3484326841, 3484326842]"
341222302,"[3484326843, 3484326844, 3484326845, 3484326846, 3484326847, 3484326848, 3484326849, 3484326850, 3484326851, 3484326852, 3484326853, 3484326854, 3484326855, 3484326856, 3484326857, 3484326858, 3484326859, 3484326860, 3484326861, 3484326862, 3484326863, 3484326864, 3489013795, 3484326865, 3484326866, 3484326867, 3484326868, 3484326869, 3484326870, 3484326871, 3484326872, 3484326873, 3484326874, 3484326875, 3484326876, 3489013796, 3484326877, 3484326878, 3489013797, 3484326879, 3484326880, 3484326881, 3484326882, 3484326883, 3484326885, 3484326884]"
341222303,"[3484326885, 3484326886, 3484326887, 3484326888, 3484326889, 3484326890, 3484326891, 3484326892, 3484327393, 3484327394]"
341222304,"[3484327394, 3484327400, 3484327401, 3484327402, 3484327403, 3484327404, 3484327405, 3484327406, 3484327407, 3484327408, 3484327409, 3484327410, 3484327411, 3484327412, 3484327413, 3479225440]"
341222305,"[3479225440, 3484327414, 3484327415, 3484327416, 3484327417, 3484327418, 3484327419, 3484327420, 3484327421, 3484327422, 3484327423, 3484327424, 3484327425]"
341222307,"[3484326884, 3484327431, 3484327432, 3484327433, 3484327434, 3484327435, 3484327436, 3484327437, 3484327438]"
341222714,"[3484332321, 3484332322, 3484332323, 3484332324, 3484332325, 3484332326, 3484332327, 3484332328, 3484332329, 3484332330, 3484332331, 3484332332, 3501750681, 3484332333, 3484332334, 3484332335, 3484332336, 3484332337, 3484332338, 3484332339, 3484332340, 3484332341, 3484332342, 3484332343, 3484332344, 3484332345, 3484332346]"
341222715,"[3484332341, 3484332347, 3484332348, 3484332349, 3501750684, 3501750685, 3484332350, 3484332351, 3501750682, 3501750683, 3484332352, 3501750680, 3484332353, 3501750679, 3484332354, 3484332355, 3484332356, 3484332357, 3501750678, 3484332358, 3484332359, 3484332360, 3484332361, 3484332362]"
341225733,"[3484141364, 3484360980, 3484360981, 3484360982, 3484360983, 3484360984, 3484360985, 3484360986, 3484361409, 3484360987, 3484360988, 3484360989, 3484360990, 3484360991, 3484360992, 3484361393, 3484361394, 3484361395, 3484361396, 3484361397, 3484361398, 3484361399, 3484361400, 3484361401, 3484361402, 3484361403, 3484361404, 3484361405, 3484361406, 3484361407, 3484361408]"
341225735,"[3484361409, 3484361410, 3484361411, 3484361412, 3484361413]"
341225736,"[3484361403, 3484361414, 3484361415, 3484361416, 3484361417, 3484361418, 3484361426, 3484361419, 3484361420, 3484361421, 3484361422, 3484361423, 3489038582, 3489038584, 3489038585, 3489038589, 3489038592, 3489038995, 3489038994, 3489038993, 3489038591, 3489038590, 3489038588, 3489038587, 3489038586, 3489038583, 3489038581, 3484361596]"
341225737,"[3484361426, 3484361427, 3484361428, 3484361429, 3484361430, 3484361431, 3484361432]"
341225739,"[3484361432, 3484361434, 3484361435, 3484361436, 3484361437]"
341225740,"[3484361440, 3484361408]"
341225741,"[3484361437, 3484361441, 3501171681, 3484361442, 3484361443, 3484361444, 3484361445, 3484361446, 3484361447, 3484361462, 3484361448, 3484361449, 3484361450, 3484361451]"
341225742,"[3484361462, 3484361463, 3484361464, 3484361465, 3484361466, 3484361467]"
341225744,"[3484361451, 3501173016, 3501173018, 3501173017, 3501173014, 3501173012, 3501173011, 3501173007, 3501173005, 3501173010, 3501173009, 3501173001, 3501172998, 3501172999, 3501173002, 3501173008, 3501173003, 3501173000, 3501172997, 3501172996, 3501172994, 3501171692, 3501171691, 3501171688, 3501171690, 3501171689, 3501171685, 3501171684, 3484361468, 3484361469, 3484361470, 3484361471, 3484361472, 3484361473, 3484361474, 3484361475, 3484361476, 3489038996, 3484361477]"
341225745,"[3484361481, 3484361483, 3484361484, 3484361485, 3484361486, 3484361487, 3489038997, 3484361488, 3489038998, 3484361489, 3484361490, 3484361491, 3484361477]"
341225746,"[3484361482, 3484361492, 3484361593, 3484361594, 3484361595, 3484361596, 3484361597, 3484361598, 3484361599, 3484361600, 3484361601, 3484361602, 3484361603, 3484361604, 3484361605, 3484361606, 3484361607, 3484361608, 3484361609, 3484361610, 3484361611, 3484361612, 3484361613, 3484361614, 3484361615, 3484361616, 3484361617, 3484361618, 3484361619]"
341336547,"[3479537355, 3479515569, 3479525174, 3486696654, 3486696653, 3479525175, 3479525176, 3479525177, 3479525178, 3479525179, 3479525180, 3479525181, 3479525182, 3479525183, 3479525184, 3479525185, 3479525186, 3479525187, 3479525188, 3479525189, 3479525190, 3479525191, 3479525192, 3479526093, 3479526094, 3479526095, 3479526096, 3479526097, 3479526098, 3479526099, 3479526100, 3479526101, 3479526102, 3479526103, 3479526104, 3479526105, 3479526106, 3479526107, 3479526108, 3479526109, 3479526110, 3479526111, 3479526112, 3479526113, 3479526114, 3479526115, 3479526116, 3479526117, 3479526118, 3479526119, 3486696591, 3479526120, 3479526121, 3479526122, 3479526123, 3479526124, 3479526125, 3479526126, 3479526127, 3479526181, 3479526128, 3479526129, 3479526130, 3479526131, 3479526132, 3479526133, 3479526134, 3479526135, 3479526136, 3479526137, 3479526138, 3479526139, 3479526140, 3479526141, 3479526142, 3479526143, 3479526144, 3479526145, 3479526146, 3479526147, 3479526148, 3479526149, 3479526150, 3479526151, 3479526152, 3479526153, 3479526154, 3479526155, 3479526156, 3479526157, 3479526158, 3479526159, 3479526160, 3479526161, 3479526162, 3479526163, 3479526164, 3479526165, 3479526166, 3479526167, 3479526168, 3479526169, 3479526170, 3479526171, 3485742968, 3479526173, 3479526174]"
341336548,"[3479526506, 3485350448, 3485350449, 3485350450, 3485350451, 3485350452, 3485350453, 3485350454, 3485350455, 3485350456, 3485350457, 3485350458, 3485350459, 3485350460, 3485350461, 3485350462, 3485350463, 3485350464, 3485350465, 3485350466, 3485350467, 3485350468, 3485350469, 3485350470, 3485350471, 3485350472, 3485350473, 3485350474, 3485350475, 3485350476, 3485350477, 3485350478, 3485350479, 3485350480, 3485350481, 3485350482, 3485350483, 3485350484, 3485350485, 3485350486, 3485350487, 3485350488, 3485350489, 3485350490, 3485350491, 3485350492, 3485351893, 3485351894, 3485351895, 3485351896, 3485351897, 3485351898, 3485351899]"
341336550,"[3485351904, 3485351905, 3485351906, 3485351907, 3485351908, 3485351909, 3485351910, 3485351911, 3485351912, 3485351913, 3485351914, 3485351915, 3485351916, 3485351917, 3485351918, 3485351919, 3485351920, 3485351921, 3485351922, 3485351923, 3485351924, 3485351925, 3485351926, 3485351927, 3485351928, 3485351929, 3485351930, 3485351931, 3485351932, 3485351933, 3485351934, 3485351935, 3485351936, 3485351937, 3485351938, 3485351939, 3485351940, 3485351941]"
341336551,"[3485351904, 3479526522, 3479526523, 3479526524, 3479526525, 3479526526, 3479526527, 3484090797, 3479526528, 3479526529, 3479526530, 3479526531, 3479526532, 3479526533, 3479526534, 3479526535, 3479526536, 3479526537, 3479526538]"
341376159,"[3485742458, 3485742460, 3485742471, 3494794541, 3485742475, 3485742480, 3485742483, 3485742487, 3485742893, 3485742897, 3485742910, 3485742914, 3485742917, 3485742919, 3485742920, 3485742922, 3485742924, 3485742925, 3485742926, 3485742930, 3485742936, 3485742939, 3485742938, 3485742937]"
341376160,"[3485742944, 3485742943, 3485742942, 3485742941, 3485742940, 3485742935, 3485742929, 3485742928, 3485742932, 3485742933, 3485742934, 3485742931, 3485742927, 3485742923, 3485742921, 3485742918, 3485742916, 3485742915, 3485742913, 3485742907, 3485742895, 3485742488, 3485742481, 3485742470]"
341376162,"[3485742895, 3485742901, 3485742902, 3485742905, 3485742908, 3485742912, 3485742909, 3485742906, 3485742911, 3485742904, 3485742903, 3485742898, 3485742900, 3485742896, 3485742899, 3485742894, 3485742491, 3485742490, 3485742492, 3485742489, 3485742485, 3485742484, 3485742479, 3485742478]"
341376165,"[3485742486, 3485742482, 3485742476, 3485742474, 3485742469, 3485742477, 3485742473, 3485742466, 3485742472, 3485742468, 3485742464, 3485742467, 3485742462, 3485742465, 3485742459, 3485742456, 3485742458, 3485742463, 3485742461, 3485742454, 3485742453, 3485742455, 3485742450, 3485742457, 3485742451, 3485742449, 3485742452, 3485742447, 3485742446, 3485742448, 3485742444, 3485742443, 3485742442, 3485742445, 3485742441, 3485742440, 3485742438, 3485742439, 3485742437, 3485742435, 3485742436, 3485742434, 3485742432, 3485742433, 3485742431, 3485742430, 3485742429, 3485742428, 3485742427, 3485742426, 3485742425, 3485742424, 3485742422, 3485742419, 3485742420, 3485742421, 3485742423, 3485742418, 3485742417, 3485742416, 3485742415, 3485742414, 3485742413, 3485742412, 3485742411, 3485742410, 3485742409, 3485742408, 3485742407, 3485742406, 3485742405, 3485742404, 3485742403, 3485742402, 3485742401, 3485742400, 3485742399, 3485742398, 3485742397, 3485742396, 3485742395]"
